Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/bookings,28108,28108,240.0,245.05763574084403,72.12460006121546,2632.623799960129,137.0,1781.5865492618475,1781.5865492618475,240,240,240,250,270,290,330,500,2000,2600,2600
,Aggregated,28108,28108,240.0,245.05763574084403,72.12460006121546,2632.623799960129,137.0,1781.5865492618475,1781.5865492618475,240,240,240,250,270,290,330,500,2000,2600,2600
