Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/seat/book,1000,0,1000.0,1015.1867266530171,165.29079189058393,1688.9434580225497,72.906,575.724050233979,0.0,1000,1300,1300,1400,1500,1600,1600,1700,1700,1700,1700
,Aggregated,1000,0,1000.0,1015.1867266530171,165.29079189058393,1688.9434580225497,72.906,575.724050233979,0.0,1000,1300,1300,1400,1500,1600,1600,1700,1700,1700,1700
